plr_id,plr_name,svb_vollzeit,medianeinkommen,bez_id,bez_name,pgr_id,pgr_name,bzr_id,bzr_name
11200411,Hauptstraße,1579,3436,11,Lichtenberg,1120,Hohenschönhausen Süd,112004,Alt-Hohenschönhausen Nord
11200512,Orankesee,846,4534,11,Lichtenberg,1120,Hohenschönhausen Süd,112005,Alt-Hohenschönhausen Süd
11200513,Große-Leege-Straße,3140,3851,11,Lichtenberg,1120,Hohenschönhausen Süd,112005,Alt-Hohenschönhausen Süd
11200514,Landsberger Allee,3749,3411,11,Lichtenberg,1120,Hohenschönhausen Süd,112005,Alt-Hohenschönhausen Süd
11200515,Weiße Taube,1358,3993,11,Lichtenberg,1120,Hohenschönhausen Süd,112005,Alt-Hohenschönhausen Süd
11300616,Hohenschönhausener Straße,1365,3316,11,Lichtenberg,1130,Lichtenberg Nord,113006,Fennpfuhl
11300617,Fennpfuhlpark,896,3367,11,Lichtenberg,1130,Lichtenberg Nord,113006,Fennpfuhl
11300618,Storkower Bogen,1046,3712,11,Lichtenberg,1130,Lichtenberg Nord,113006,Fennpfuhl
11300619,Rudolf-Seiffert-Park,2086,3552,11,Lichtenberg,1130,Lichtenberg Nord,113006,Fennpfuhl
11300620,Fennpfuhl Ost,2803,3251,11,Lichtenberg,1130,Lichtenberg Nord,113006,Fennpfuhl
11300721,Herzbergstraße,1562,3051,11,Lichtenberg,1130,Lichtenberg Nord,113007,Alt-Lichtenberg
11300722,Rathaus Lichtenberg,3169,4016,11,Lichtenberg,1130,Lichtenberg Nord,113007,Alt-Lichtenberg
11300723,Bornitzstraße,590,3943,11,Lichtenberg,1130,Lichtenberg Nord,113007,Alt-Lichtenberg
11300724,Roedeliusplatz,1260,3718,11,Lichtenberg,1130,Lichtenberg Nord,113007,Alt-Lichtenberg
11300725,Nibelungenviertel,3170,3864,11,Lichtenberg,1130,Lichtenberg Nord,113007,Alt-Lichtenberg
11300826,Frankfurter Allee Süd,2445,3432,11,Lichtenberg,1130,Lichtenberg Nord,113008,Frankfurter Allee Süd
11400927,Victoriastadt,1255,4710,11,Lichtenberg,1140,Lichtenberg Mitte,114009,Neu-Lichtenberg
11400928,Nöldnerplatz,912,4773,11,Lichtenberg,1140,Lichtenberg Mitte,114009,Neu-Lichtenberg
11400929,Weitlingkiez,5185,3850,11,Lichtenberg,1140,Lichtenberg Mitte,114009,Neu-Lichtenberg
11400930,Zachertstraße,1631,3948,11,Lichtenberg,1140,Lichtenberg Mitte,114009,Neu-Lichtenberg
11400931,Massower Straße,1888,3551,11,Lichtenberg,1140,Lichtenberg Mitte,114009,Neu-Lichtenberg
11401032,Rosenfelder Ring,1939,3521,11,Lichtenberg,1140,Lichtenberg Mitte,114010,Friedrichsfelde Nord
11401033,Gensinger Straße,1746,3486,11,Lichtenberg,1140,Lichtenberg Mitte,114010,Friedrichsfelde Nord
11401034,Tierpark,849,3369,11,Lichtenberg,1140,Lichtenberg Mitte,114010,Friedrichsfelde Nord
11401135,Dolgenseestraße,2506,3516,11,Lichtenberg,1140,Lichtenberg Mitte,114011,Friedrichsfelde Süd
11401136,Volkradstraße,2036,3468,11,Lichtenberg,1140,Lichtenberg Mitte,114011,Friedrichsfelde Süd
11401137,Erieseering,1856,3362,11,Lichtenberg,1140,Lichtenberg Mitte,114011,Friedrichsfelde Süd
11501238,Rummelsburg,1272,5096,11,Lichtenberg,1150,Lichtenberg Süd,115012,Rummelsburger Bucht
11501339,Karlshorst West,2900,4244,11,Lichtenberg,1150,Lichtenberg Süd,115013,Karlshorst
11501340,Karlshorst Nord,2893,4630,11,Lichtenberg,1150,Lichtenberg Süd,115013,Karlshorst
11501341,Karlshorst Süd,2504,5154,11,Lichtenberg,1150,Lichtenberg Süd,115013,Karlshorst
12100101,Letteplatz,2420,3389,12,Reinickendorf,1210,Reinickendorf Ost,121001,Ost 1 - Reginhardstraße
12100102,Hausotterplatz,2230,3366,12,Reinickendorf,1210,Reinickendorf Ost,121001,Ost 1 - Reginhardstraße
12100103,Breitkopfbecken,1825,3439,12,Reinickendorf,1210,Reinickendorf Ost,121001,Ost 1 - Reginhardstraße
12100204,Schäfersee,2031,3440,12,Reinickendorf,1210,Reinickendorf Ost,121002,Ost 2 - Alt-Reinickendorf
12100205,Teichstraße,3124,3430,12,Reinickendorf,1210,Reinickendorf Ost,121002,Ost 2 - Alt-Reinickendorf
12100206,Humboldtstraße,1265,3537,12,Reinickendorf,1210,Reinickendorf Ost,121002,Ost 2 - Alt-Reinickendorf
12200307,Reinickes Hof,678,3313,12,Reinickendorf,1220,Tegel,122003,West 4 - Auguste-Viktoria-Allee
12200308,Meller Bogen,1275,3455,12,Reinickendorf,1220,Tegel,122003,West 4 - Auguste-Viktoria-Allee
12200309,Scharnweberstraße,2429,3350,12,Reinickendorf,1220,Tegel,122003,West 4 - Auguste-Viktoria-Allee
12200310,Klixstraße,1613,3176,12,Reinickendorf,1220,Tegel,122003,West 4 - Auguste-Viktoria-Allee
12200411,Schumacher-Quartier,,,12,Reinickendorf,1220,Tegel,122004,West 1 - Tegel-Süd/Flughafensee
12200412,Waldidyll/Flughafensee,315,,12,Reinickendorf,1220,Tegel,122004,West 1 - Tegel-Süd/Flughafensee
12200413,Tegel Süd,1291,3902,12,Reinickendorf,1220,Tegel,122004,West 1 - Tegel-Süd/Flughafensee
12200414,TXL,,,12,Reinickendorf,1220,Tegel,122004,West 1 - Tegel-Süd/Flughafensee
12200515,Alt-Tegel,2536,4145,12,Reinickendorf,1220,Tegel,122005,West 5 - Tegel
12400616,Konradshöhe/ Tegelort,1104,5013,12,Reinickendorf,1240,Grüner Norden,124006,West 2 - Heiligensee/Konradshöhe
12400617,Alt-Heiligensee,1258,4801,12,Reinickendorf,1240,Grüner Norden,124006,West 2 - Heiligensee/Konradshöhe
12400618,Heiligensee Nord,751,4221,12,Reinickendorf,1240,Grüner Norden,124006,West 2 - Heiligensee/Konradshöhe
12400619,Heiligensee,1331,4739,12,Reinickendorf,1240,Grüner Norden,124006,West 2 - Heiligensee/Konradshöhe
12400720,Frohnau West,1436,5328,12,Reinickendorf,1240,Grüner Norden,124007,Nord 1 - Frohnau/Hermsdorf
12400721,Frohnau Ost,1368,5693,12,Reinickendorf,1240,Grüner Norden,124007,Nord 1 - Frohnau/Hermsdorf
12400722,Hermsdorf West,1530,4917,12,Reinickendorf,1240,Grüner Norden,124007,Nord 1 - Frohnau/Hermsdorf
12400723,Hermsdorf Ost/ Waldsee,1499,4739,12,Reinickendorf,1240,Grüner Norden,124007,Nord 1 - Frohnau/Hermsdorf
12500824,Ziekowstraße/Freie Scholle,2182,3804,12,Reinickendorf,1250,Wittenau/Borsigwalde,125008,West 3 - Borsigwalde/Freie Scholle
12500825,Borsigwalde,1772,3720,12,Reinickendorf,1250,Wittenau/Borsigwalde,125008,West 3 - Borsigwalde/Freie Scholle
12500926,Wittenau Mitte,1055,3619,12,Reinickendorf,1250,Wittenau/Borsigwalde,125009,Nord 2 - Waidmannslust/Wittenau/Lübars
12500927,Wittenau Nord,1598,4226,12,Reinickendorf,1250,Wittenau/Borsigwalde,125009,Nord 2 - Waidmannslust/Wittenau/Lübars
12500928,Waidmannslust,1129,4198,12,Reinickendorf,1250,Wittenau/Borsigwalde,125009,Nord 2 - Waidmannslust/Wittenau/Lübars
12500929,Lübars,1007,4289,12,Reinickendorf,1250,Wittenau/Borsigwalde,125009,Nord 2 - Waidmannslust/Wittenau/Lübars
12500930,Wittenau Süd,1944,3506,12,Reinickendorf,1250,Wittenau/Borsigwalde,125009,Nord 2 - Waidmannslust/Wittenau/Lübars
12601031,Lübarser Straße,629,3862,12,Reinickendorf,1260,Märkisches Viertel,126010,Rollbergesiedlung
12601032,Rollbergesiedlung,972,3148,12,Reinickendorf,1260,Märkisches Viertel,126010,Rollbergesiedlung
12601133,Treuenbrietzener Straße,1946,2973,12,Reinickendorf,1260,Märkisches Viertel,126011,MV Nord
12601134,Märkisches Zentrum,2803,3151,12,Reinickendorf,1260,Märkisches Viertel,126011,MV Nord
12601235,Dannenwalder Weg,1774,3061,12,Reinickendorf,1260,Märkisches Viertel,126012,MV Süd
12601236,Schorfheidestraße,586,3776,12,Reinickendorf,1260,Märkisches Viertel,126012,MV Süd
